#node_id,out_degree
37872881,49
34055359,8
35942121,11
37206106,40
34963411,14
33818700,41
34684402,38
38097187,60
38736661,64
32613011,28
39052171,28
34039542,9
32550902,64
35610566,45
36043570,24
37340378,38
38910287,28
35673800,27
35724644,17
38455365,27
39902098,58
35353825,27
36440975,51
35923088,28
32665580,70
39623020,35
38179052,95
40349036,27
39854294,28
38755796,57
37849547,54
38519512,22
33604089,13
34652429,79
38264202,49
39407984,23
37687654,6
36135231,34
32640748,42
38687468,166
34219345,28
34573425,40
34557142,50
36895254,13
34461866,16
39169426,362
38435711,34
35603043,60
38234079,23
36516442,30
37920188,11
37060433,125
35480665,33
33387192,42
39082879,29
33180676,75
34541373,32
35087777,110
39615000,44
32571365,11
39568749,60
35076030,26
38142041,55
40083323,55
32099938,6
38188535,24
35467411,34
39568921,20
32670388,32
36634671,18
38062461,68
32256267,44
34603378,78
34290955,13
39822813,9
38932134,18
36044408,33
35601672,12
33064324,41
33162716,10
37347167,49
40389397,119
33756474,17
34449079,5
40458594,37
32396807,15
39261424,167
33035234,19
36481808,14
37850152,27
35520733,38
40463543,60
34767690,26
36540672,49
37938639,49
40200169,54
35545400,42
35807265,37
33422022,50
37896454,13
40427057,51
35136027,54
40234247,20
37215626,6
34353873,18
34319133,19
35210388,104
37112636,29
34586065,103
35953688,114
36134073,9
38229771,35
39446213,7
37511095,35
33032620,25
34745194,28
39139548,41
37387557,87
35743970,28
32944272,33
36232636,67
36464792,45
32206282,31
33733001,9
32161325,8
38707568,34
40385037,35
38504024,33
39110281,53
38228173,90
39973306,24
34542221,17
34411923,17
38046000,33
40392792,26
32587572,31
37885905,41
37268696,52
32922618,14
35430615,79
39684557,50
37410782,34
34299164,119
34522084,85
39718016,58
38836808,30
37345078,41
38765385,18
37614905,32
33996795,65
37868155,44
40284018,38
39105913,11
37601394,5
36434560,14
35348189,52
37041279,22
37696165,53
39046076,30
33648025,5
36576504,24
36157408,26
32543370,36
38589002,66
33723743,66
39428642,40
35500905,23
35624565,38
34526119,37
33027849,30
38957442,24
38748291,11
35372533,70
35981787,19
39272687,12
38149950,99
38187159,46
32476065,24
36833090,28
33721725,64
35772222,28
35157143,14
38520405,69
35293427,15
39421234,28
37527231,15
40242498,35
39039683,29
37344920,33
34374542,48
40144065,26
39453386,42
33546452,30
33022983,47
40305741,135
33419899,22
38794026,35
37097736,37
32256490,367
32090258,66
33622671,30
34645822,49
34109473,8
34714840,74
38337633,42
35436914,59
33935384,23
32472083,38
39508769,58
36408505,65
37497001,184
33855603,25
34267950,11
33404760,14
37566154,33
36927059,17
38025152,11
36872556,24
39205867,33
39654584,24
35225670,11
32483169,65
39661948,67
34786762,20
40188269,32
31956551,15
32005833,17
34980062,37
32646482,40
36768473,264
39137404,53
33255481,29
36154936,22
39545162,8
39542878,36
32832083,28
38279265,101
37817108,114
35291990,35
33869331,131
35157505,17
34638693,107
35054130,63
38246971,24
32730299,52
35582234,16
34815672,15
37078735,40
33007284,7
38453942,61
38231906,5
35071624,17
35488827,15
35799051,71
35701482,12
34617067,25
37629125,61
40270552,6
34238283,31
33911144,13
37398654,27
37835115,22
36165614,81
37750913,15
37730650,34
35104887,6
39882113,26
34113290,28
38403889,26
38781036,6
37052213,59
35059030,102
32548453,36
33054744,28
40044778,33
37808290,77
36646116,5
39534795,5
36060021,20
34629832,23
38625396,29
36211907,5
35222928,28
33048164,80
34205137,7
32456035,15
32764213,19
39734995,14
39846248,27
36002209,29
36555526,74
39727310,93
37404351,62
36869783,31
38883472,23
32043003,15
34732567,63
39411690,34
32054214,9
34224561,52
33935541,24
36608305,15
38132504,32
40082749,45
34000646,86
38576202,26
38151960,28
38505562,44
37892369,20
36864581,10
35444504,10
32099788,72
35672288,29
35127914,17
36608125,13
39231734,17
38628988,17
38357151,14
37189841,55
40379372,11
35020844,51
33073147,17
33693887,52
39911320,34
34301422,23
34422853,84
33093955,27
35924262,24
40371014,47
32545722,70
37150408,43
36704045,174
38309209,49
39702031,35
39242641,43
35838345,13
37007026,181
38311233,312
32210184,121
37744794,15
37999253,106
39368992,100
39456509,244
37593346,23
33313533,27
36967544,23
37969497,30
37342266,36
40238097,32
36528073,66
39495995,30
36318257,30
35890062,109
38809034,11
34440852,69
32714566,23
39277143,48
37195883,14
33122966,61
40352010,17
39768314,73
39069319,120
39005633,13
32097242,32
35781150,19
36125312,73
33748814,32
35093121,204
33613861,33
33331980,40
36713329,30
35929622,67
37368202,21
37505822,15
36892931,34
35373199,44
35591209,5
36470878,7
39623465,26
38047095,11
35685715,16
37205348,78
34775927,49
40048322,27
39385910,39
39712953,26
34940411,14
34607973,33
37195342,14
35836487,56
37630974,48
32306836,59
34611705,70
34620840,62
39119504,5
39117705,67
35879072,30
33628005,23
36950466,25
35538512,54
39599799,54
35031047,34
39015555,397
33029584,13
40417596,56
38918878,199
37727989,28
38694880,7
33681576,37
35968328,45
37492172,32
38933895,15
34378278,34
36040809,62
33502485,11
34042261,42
38262969,24
39899115,58
33198332,29
39872199,46
37493140,50
40404671,35
38003795,51
39331685,71
40279125,40
39398050,44
40428400,87
33473829,8
36984019,48
35663351,27
33349594,35
35280093,13
40276735,29
38449887,39
32905054,12
36003392,39
38983163,46
36914735,7
35449646,12
39595954,51
37104435,19
36837496,31
37292778,35
38082380,45
39670107,7
37726385,43
37031487,47
33409409,77
33790604,47
37371387,51
35548551,21
34808076,29
35858302,10
36384548,11
37824582,60
33476544,20
37658114,8
32683060,5
38935909,99
37638974,49
37235635,34
36447545,20
37108688,30
35974169,284
32904324,10
35682974,140
33661898,47
32581651,28
38817977,23
34403275,32
35159864,39
39749143,15
33563250,55
33061074,38
37583624,12
38886858,65
39149911,100
39960936,28
36315314,13
40140585,67
39771198,25
38990166,23
35026269,16
34039993,14
37971722,44
38280140,37
38032893,60
36668740,33
32695989,18
40390823,21
38221609,25
39112668,30
34797094,15
38781280,42
39658529,11
34781754,29
32923013,29
33727357,31
39184913,84
34768940,100
32560411,82
37286908,8
38371508,36
40116585,27
39205250,72
36145540,63
33688291,22
36585637,31
38728474,63
35845601,24
32476985,28
35571732,19
39892477,57
38557172,10
36644401,21
38204455,107
36034562,88
39415247,48
38999986,80
33178820,36
38006429,52
34130115,53
32658359,95
36779112,15
33274289,8
36352216,30
32945622,62
36697698,17
39740920,26
38658584,38
34269903,41
35492616,135
37735534,25
38512687,19
38990420,36
34157975,27
35906641,57
33459724,18
36450363,21
35053708,17
40178924,21
32489850,10
36295563,34
34434207,27
34301928,47
34579040,33
38612848,29
33297604,34
33082511,104
40084287,34
36808610,68
35290717,53
34766549,71
34389670,52
35286617,49
37576683,12
36065205,23
37930267,43
36909099,9
39771444,22
35014004,16
39289669,54
38600339,7
35967936,8
36359366,94
37240501,20
36359993,24
33535732,23
37365611,16
34451296,20
38357083,28
39296655,19
33623204,8
34210645,15
35819787,53
39056088,32
33850390,13
40027038,23
40066501,57
37286904,44
38009150,10
34848899,30
33087946,42
36604434,138
36975465,26
33835271,39
39719687,152
38313621,49
36615218,29
35606473,59
39616362,19
34445781,82
34170362,41
36138039,35
37146031,25
39211784,67
35213964,44
37643855,19
39188596,36
35206008,40
37386249,70
38162705,23
38365640,25
36844612,15
32420073,59
35750014,66
36051551,35
35869701,21
38201810,37
39970740,23
33055239,65
32021844,44
37792886,45
37669154,26
38027216,18
36556729,5
35125582,8
38713063,39
39172452,28
39946168,26
32269661,18
35194501,64
39162880,37
32456202,9
39621310,62
32563833,16
40217174,20
35744698,148
32664698,25
32331254,28
32354651,34
35464506,57
37927912,12
38565711,27
39165646,39
39564035,18
38076259,20
32035527,12
33296918,24
40431577,30
34524614,132
35515039,13
36314953,25
39347548,24
35229213,17
36823588,25
34999471,9
32211601,10
38441063,29
39702298,53
32494753,34
38629742,30
32489700,53
39339855,52
33542291,82
34639616,24
34031540,42
38868729,8
